timestamp,value,metric_name,instance,job,namespace,service,uid
2025-07-13 17:53:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,redis,85f0e527-09de-4a6e-97df-23ea9d780fc7
2025-07-13 17:54:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,redis,85f0e527-09de-4a6e-97df-23ea9d780fc7
2025-07-13 17:55:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,redis,85f0e527-09de-4a6e-97df-23ea9d780fc7
2025-07-13 17:56:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,redis,85f0e527-09de-4a6e-97df-23ea9d780fc7
2025-07-13 17:57:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,redis,85f0e527-09de-4a6e-97df-23ea9d780fc7
2025-07-13 17:58:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,redis,85f0e527-09de-4a6e-97df-23ea9d780fc7
2025-07-13 17:59:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,redis,85f0e527-09de-4a6e-97df-23ea9d780fc7
2025-07-13 18:00:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,redis,85f0e527-09de-4a6e-97df-23ea9d780fc7
2025-07-13 18:01:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,redis,85f0e527-09de-4a6e-97df-23ea9d780fc7
2025-07-13 18:02:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,redis,85f0e527-09de-4a6e-97df-23ea9d780fc7
2025-07-13 18:03:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,redis,85f0e527-09de-4a6e-97df-23ea9d780fc7
2025-07-13 18:04:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,redis,85f0e527-09de-4a6e-97df-23ea9d780fc7
2025-07-13 18:05:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,redis,85f0e527-09de-4a6e-97df-23ea9d780fc7
2025-07-13 18:06:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,redis,85f0e527-09de-4a6e-97df-23ea9d780fc7
2025-07-13 18:07:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,redis,85f0e527-09de-4a6e-97df-23ea9d780fc7
2025-07-13 18:08:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,redis,85f0e527-09de-4a6e-97df-23ea9d780fc7
2025-07-13 18:09:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,redis,85f0e527-09de-4a6e-97df-23ea9d780fc7
2025-07-13 18:10:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,redis,85f0e527-09de-4a6e-97df-23ea9d780fc7
2025-07-13 18:11:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,redis,85f0e527-09de-4a6e-97df-23ea9d780fc7
2025-07-13 18:12:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,redis,85f0e527-09de-4a6e-97df-23ea9d780fc7
2025-07-13 18:13:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,redis,85f0e527-09de-4a6e-97df-23ea9d780fc7
2025-07-13 18:14:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,redis,85f0e527-09de-4a6e-97df-23ea9d780fc7
2025-07-13 18:15:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,redis,85f0e527-09de-4a6e-97df-23ea9d780fc7
2025-07-13 17:25:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,tempo,5b76f9c1-ae49-4444-bc40-d06f3410eb02
2025-07-13 17:26:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,tempo,5b76f9c1-ae49-4444-bc40-d06f3410eb02
2025-07-13 17:27:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,tempo,5b76f9c1-ae49-4444-bc40-d06f3410eb02
2025-07-13 17:28:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,tempo,5b76f9c1-ae49-4444-bc40-d06f3410eb02
2025-07-13 17:29:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,tempo,5b76f9c1-ae49-4444-bc40-d06f3410eb02
2025-07-13 17:30:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,tempo,5b76f9c1-ae49-4444-bc40-d06f3410eb02
2025-07-13 17:31:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,tempo,5b76f9c1-ae49-4444-bc40-d06f3410eb02
2025-07-13 17:32:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,tempo,5b76f9c1-ae49-4444-bc40-d06f3410eb02
2025-07-13 17:33:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,tempo,5b76f9c1-ae49-4444-bc40-d06f3410eb02
2025-07-13 17:34:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,tempo,5b76f9c1-ae49-4444-bc40-d06f3410eb02
2025-07-13 17:35:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,tempo,5b76f9c1-ae49-4444-bc40-d06f3410eb02
2025-07-13 17:36:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,tempo,5b76f9c1-ae49-4444-bc40-d06f3410eb02
2025-07-13 17:37:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,tempo,5b76f9c1-ae49-4444-bc40-d06f3410eb02
2025-07-13 17:38:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,tempo,5b76f9c1-ae49-4444-bc40-d06f3410eb02
2025-07-13 17:39:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,tempo,5b76f9c1-ae49-4444-bc40-d06f3410eb02
2025-07-13 17:40:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,tempo,5b76f9c1-ae49-4444-bc40-d06f3410eb02
2025-07-13 17:41:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,tempo,5b76f9c1-ae49-4444-bc40-d06f3410eb02
2025-07-13 17:42:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,tempo,5b76f9c1-ae49-4444-bc40-d06f3410eb02
2025-07-13 17:43:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,tempo,5b76f9c1-ae49-4444-bc40-d06f3410eb02
2025-07-13 17:44:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,tempo,5b76f9c1-ae49-4444-bc40-d06f3410eb02
2025-07-13 17:45:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,tempo,5b76f9c1-ae49-4444-bc40-d06f3410eb02
2025-07-13 17:46:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,tempo,5b76f9c1-ae49-4444-bc40-d06f3410eb02
2025-07-13 17:47:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,tempo,5b76f9c1-ae49-4444-bc40-d06f3410eb02
2025-07-13 17:48:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,tempo,5b76f9c1-ae49-4444-bc40-d06f3410eb02
2025-07-13 17:49:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,tempo,5b76f9c1-ae49-4444-bc40-d06f3410eb02
2025-07-13 17:50:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,tempo,5b76f9c1-ae49-4444-bc40-d06f3410eb02
2025-07-13 17:51:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,tempo,5b76f9c1-ae49-4444-bc40-d06f3410eb02
2025-07-13 17:52:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,tempo,5b76f9c1-ae49-4444-bc40-d06f3410eb02
2025-07-13 17:53:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,tempo,5b76f9c1-ae49-4444-bc40-d06f3410eb02
2025-07-13 17:54:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,tempo,5b76f9c1-ae49-4444-bc40-d06f3410eb02
2025-07-13 17:55:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,tempo,5b76f9c1-ae49-4444-bc40-d06f3410eb02
2025-07-13 17:56:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,tempo,5b76f9c1-ae49-4444-bc40-d06f3410eb02
2025-07-13 17:57:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,tempo,5b76f9c1-ae49-4444-bc40-d06f3410eb02
2025-07-13 17:58:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,tempo,5b76f9c1-ae49-4444-bc40-d06f3410eb02
2025-07-13 17:59:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,tempo,5b76f9c1-ae49-4444-bc40-d06f3410eb02
2025-07-13 18:00:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,tempo,5b76f9c1-ae49-4444-bc40-d06f3410eb02
2025-07-13 18:01:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,tempo,5b76f9c1-ae49-4444-bc40-d06f3410eb02
2025-07-13 18:02:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,tempo,5b76f9c1-ae49-4444-bc40-d06f3410eb02
2025-07-13 18:03:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,tempo,5b76f9c1-ae49-4444-bc40-d06f3410eb02
2025-07-13 18:04:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,tempo,5b76f9c1-ae49-4444-bc40-d06f3410eb02
2025-07-13 18:05:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,tempo,5b76f9c1-ae49-4444-bc40-d06f3410eb02
2025-07-13 18:06:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,tempo,5b76f9c1-ae49-4444-bc40-d06f3410eb02
2025-07-13 18:07:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,tempo,5b76f9c1-ae49-4444-bc40-d06f3410eb02
2025-07-13 18:08:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,tempo,5b76f9c1-ae49-4444-bc40-d06f3410eb02
2025-07-13 18:09:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,tempo,5b76f9c1-ae49-4444-bc40-d06f3410eb02
2025-07-13 18:10:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,tempo,5b76f9c1-ae49-4444-bc40-d06f3410eb02
2025-07-13 18:11:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,tempo,5b76f9c1-ae49-4444-bc40-d06f3410eb02
2025-07-13 18:12:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,tempo,5b76f9c1-ae49-4444-bc40-d06f3410eb02
2025-07-13 18:13:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,tempo,5b76f9c1-ae49-4444-bc40-d06f3410eb02
2025-07-13 18:14:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,tempo,5b76f9c1-ae49-4444-bc40-d06f3410eb02
2025-07-13 18:15:48,1752404367,kube_service_created,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,tempo,5b76f9c1-ae49-4444-bc40-d06f3410eb02
2025-07-13 17:25:48,1752404261,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,default,kubernetes,ea2fd6be-1c4d-45c6-abd8-07c5f44d6fb9
2025-07-13 17:26:48,1752404261,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,default,kubernetes,ea2fd6be-1c4d-45c6-abd8-07c5f44d6fb9
2025-07-13 17:27:48,1752404261,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,default,kubernetes,ea2fd6be-1c4d-45c6-abd8-07c5f44d6fb9
2025-07-13 17:28:48,1752404261,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,default,kubernetes,ea2fd6be-1c4d-45c6-abd8-07c5f44d6fb9
2025-07-13 17:29:48,1752404261,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,default,kubernetes,ea2fd6be-1c4d-45c6-abd8-07c5f44d6fb9
2025-07-13 17:30:48,1752404261,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,default,kubernetes,ea2fd6be-1c4d-45c6-abd8-07c5f44d6fb9
2025-07-13 17:31:48,1752404261,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,default,kubernetes,ea2fd6be-1c4d-45c6-abd8-07c5f44d6fb9
2025-07-13 17:32:48,1752404261,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,default,kubernetes,ea2fd6be-1c4d-45c6-abd8-07c5f44d6fb9
2025-07-13 17:33:48,1752404261,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,default,kubernetes,ea2fd6be-1c4d-45c6-abd8-07c5f44d6fb9
2025-07-13 17:34:48,1752404261,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,default,kubernetes,ea2fd6be-1c4d-45c6-abd8-07c5f44d6fb9
2025-07-13 17:35:48,1752404261,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,default,kubernetes,ea2fd6be-1c4d-45c6-abd8-07c5f44d6fb9
2025-07-13 17:36:48,1752404261,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,default,kubernetes,ea2fd6be-1c4d-45c6-abd8-07c5f44d6fb9
2025-07-13 17:37:48,1752404261,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,default,kubernetes,ea2fd6be-1c4d-45c6-abd8-07c5f44d6fb9
2025-07-13 17:38:48,1752404261,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,default,kubernetes,ea2fd6be-1c4d-45c6-abd8-07c5f44d6fb9
2025-07-13 17:39:48,1752404261,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,default,kubernetes,ea2fd6be-1c4d-45c6-abd8-07c5f44d6fb9
2025-07-13 17:40:48,1752404261,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,default,kubernetes,ea2fd6be-1c4d-45c6-abd8-07c5f44d6fb9
2025-07-13 17:41:48,1752404261,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,default,kubernetes,ea2fd6be-1c4d-45c6-abd8-07c5f44d6fb9
2025-07-13 17:42:48,1752404261,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,default,kubernetes,ea2fd6be-1c4d-45c6-abd8-07c5f44d6fb9
2025-07-13 17:43:48,1752404261,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,default,kubernetes,ea2fd6be-1c4d-45c6-abd8-07c5f44d6fb9
2025-07-13 17:44:48,1752404261,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,default,kubernetes,ea2fd6be-1c4d-45c6-abd8-07c5f44d6fb9
2025-07-13 17:45:48,1752404261,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,default,kubernetes,ea2fd6be-1c4d-45c6-abd8-07c5f44d6fb9
2025-07-13 17:46:48,1752404261,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,default,kubernetes,ea2fd6be-1c4d-45c6-abd8-07c5f44d6fb9
2025-07-13 17:47:48,1752404261,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,default,kubernetes,ea2fd6be-1c4d-45c6-abd8-07c5f44d6fb9
2025-07-13 17:48:48,1752404261,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,default,kubernetes,ea2fd6be-1c4d-45c6-abd8-07c5f44d6fb9
2025-07-13 17:49:48,1752404261,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,default,kubernetes,ea2fd6be-1c4d-45c6-abd8-07c5f44d6fb9
2025-07-13 17:50:48,1752404261,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,default,kubernetes,ea2fd6be-1c4d-45c6-abd8-07c5f44d6fb9
2025-07-13 17:51:48,1752404261,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,default,kubernetes,ea2fd6be-1c4d-45c6-abd8-07c5f44d6fb9
2025-07-13 17:52:48,1752404261,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,default,kubernetes,ea2fd6be-1c4d-45c6-abd8-07c5f44d6fb9
2025-07-13 17:53:48,1752404261,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,default,kubernetes,ea2fd6be-1c4d-45c6-abd8-07c5f44d6fb9
2025-07-13 17:54:48,1752404261,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,default,kubernetes,ea2fd6be-1c4d-45c6-abd8-07c5f44d6fb9
2025-07-13 17:55:48,1752404261,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,default,kubernetes,ea2fd6be-1c4d-45c6-abd8-07c5f44d6fb9
2025-07-13 17:56:48,1752404261,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,default,kubernetes,ea2fd6be-1c4d-45c6-abd8-07c5f44d6fb9
2025-07-13 17:57:48,1752404261,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,default,kubernetes,ea2fd6be-1c4d-45c6-abd8-07c5f44d6fb9
2025-07-13 17:58:48,1752404261,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,default,kubernetes,ea2fd6be-1c4d-45c6-abd8-07c5f44d6fb9
2025-07-13 17:59:48,1752404261,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,default,kubernetes,ea2fd6be-1c4d-45c6-abd8-07c5f44d6fb9
2025-07-13 18:00:48,1752404261,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,default,kubernetes,ea2fd6be-1c4d-45c6-abd8-07c5f44d6fb9
2025-07-13 18:01:48,1752404261,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,default,kubernetes,ea2fd6be-1c4d-45c6-abd8-07c5f44d6fb9
2025-07-13 18:02:48,1752404261,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,default,kubernetes,ea2fd6be-1c4d-45c6-abd8-07c5f44d6fb9
2025-07-13 18:03:48,1752404261,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,default,kubernetes,ea2fd6be-1c4d-45c6-abd8-07c5f44d6fb9
2025-07-13 18:04:48,1752404261,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,default,kubernetes,ea2fd6be-1c4d-45c6-abd8-07c5f44d6fb9
2025-07-13 18:05:48,1752404261,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,default,kubernetes,ea2fd6be-1c4d-45c6-abd8-07c5f44d6fb9
2025-07-13 18:06:48,1752404261,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,default,kubernetes,ea2fd6be-1c4d-45c6-abd8-07c5f44d6fb9
2025-07-13 18:07:48,1752404261,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,default,kubernetes,ea2fd6be-1c4d-45c6-abd8-07c5f44d6fb9
2025-07-13 18:08:48,1752404261,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,default,kubernetes,ea2fd6be-1c4d-45c6-abd8-07c5f44d6fb9
2025-07-13 18:09:48,1752404261,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,default,kubernetes,ea2fd6be-1c4d-45c6-abd8-07c5f44d6fb9
2025-07-13 18:10:48,1752404261,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,default,kubernetes,ea2fd6be-1c4d-45c6-abd8-07c5f44d6fb9
2025-07-13 18:11:48,1752404261,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,default,kubernetes,ea2fd6be-1c4d-45c6-abd8-07c5f44d6fb9
2025-07-13 18:12:48,1752404261,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,default,kubernetes,ea2fd6be-1c4d-45c6-abd8-07c5f44d6fb9
2025-07-13 18:13:48,1752404261,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,default,kubernetes,ea2fd6be-1c4d-45c6-abd8-07c5f44d6fb9
2025-07-13 18:14:48,1752404261,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,default,kubernetes,ea2fd6be-1c4d-45c6-abd8-07c5f44d6fb9
2025-07-13 18:15:48,1752404261,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,default,kubernetes,ea2fd6be-1c4d-45c6-abd8-07c5f44d6fb9
2025-07-13 17:25:48,1752404262,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,kube-system,kube-dns,3ac637fd-5557-4571-aeb9-3826b5901a60
2025-07-13 17:26:48,1752404262,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,kube-system,kube-dns,3ac637fd-5557-4571-aeb9-3826b5901a60
2025-07-13 17:27:48,1752404262,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,kube-system,kube-dns,3ac637fd-5557-4571-aeb9-3826b5901a60
2025-07-13 17:28:48,1752404262,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,kube-system,kube-dns,3ac637fd-5557-4571-aeb9-3826b5901a60
2025-07-13 17:29:48,1752404262,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,kube-system,kube-dns,3ac637fd-5557-4571-aeb9-3826b5901a60
2025-07-13 17:30:48,1752404262,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,kube-system,kube-dns,3ac637fd-5557-4571-aeb9-3826b5901a60
2025-07-13 17:31:48,1752404262,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,kube-system,kube-dns,3ac637fd-5557-4571-aeb9-3826b5901a60
2025-07-13 17:32:48,1752404262,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,kube-system,kube-dns,3ac637fd-5557-4571-aeb9-3826b5901a60
2025-07-13 17:33:48,1752404262,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,kube-system,kube-dns,3ac637fd-5557-4571-aeb9-3826b5901a60
2025-07-13 17:34:48,1752404262,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,kube-system,kube-dns,3ac637fd-5557-4571-aeb9-3826b5901a60
2025-07-13 17:35:48,1752404262,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,kube-system,kube-dns,3ac637fd-5557-4571-aeb9-3826b5901a60
2025-07-13 17:36:48,1752404262,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,kube-system,kube-dns,3ac637fd-5557-4571-aeb9-3826b5901a60
2025-07-13 17:37:48,1752404262,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,kube-system,kube-dns,3ac637fd-5557-4571-aeb9-3826b5901a60
2025-07-13 17:38:48,1752404262,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,kube-system,kube-dns,3ac637fd-5557-4571-aeb9-3826b5901a60
2025-07-13 17:39:48,1752404262,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,kube-system,kube-dns,3ac637fd-5557-4571-aeb9-3826b5901a60
2025-07-13 17:40:48,1752404262,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,kube-system,kube-dns,3ac637fd-5557-4571-aeb9-3826b5901a60
2025-07-13 17:41:48,1752404262,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,kube-system,kube-dns,3ac637fd-5557-4571-aeb9-3826b5901a60
2025-07-13 17:42:48,1752404262,kube_service_created,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,kube-system,kube-dns,3ac637fd-5557-4571-aeb9-3826b5901a60
