timestamp,value,metric_name,instance,job,namespace,pod,service_account,uid
2025-07-13 18:08:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-admission-webhooks-7fc99cdd4d-kxw6j,keda-webhook,845919eb-9070-4c84-8359-eedf7f319d82
2025-07-13 18:09:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-admission-webhooks-7fc99cdd4d-kxw6j,keda-webhook,845919eb-9070-4c84-8359-eedf7f319d82
2025-07-13 18:10:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-admission-webhooks-7fc99cdd4d-kxw6j,keda-webhook,845919eb-9070-4c84-8359-eedf7f319d82
2025-07-13 18:11:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-admission-webhooks-7fc99cdd4d-kxw6j,keda-webhook,845919eb-9070-4c84-8359-eedf7f319d82
2025-07-13 18:12:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-admission-webhooks-7fc99cdd4d-kxw6j,keda-webhook,845919eb-9070-4c84-8359-eedf7f319d82
2025-07-13 18:13:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-admission-webhooks-7fc99cdd4d-kxw6j,keda-webhook,845919eb-9070-4c84-8359-eedf7f319d82
2025-07-13 18:14:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-admission-webhooks-7fc99cdd4d-kxw6j,keda-webhook,845919eb-9070-4c84-8359-eedf7f319d82
2025-07-13 18:15:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-admission-webhooks-7fc99cdd4d-kxw6j,keda-webhook,845919eb-9070-4c84-8359-eedf7f319d82
2025-07-13 17:25:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-54ffcbbfd6-j2hkk,keda-operator,a5bd0028-3053-4ab6-949e-ce336a27fb4d
2025-07-13 17:26:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-54ffcbbfd6-j2hkk,keda-operator,a5bd0028-3053-4ab6-949e-ce336a27fb4d
2025-07-13 17:27:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-54ffcbbfd6-j2hkk,keda-operator,a5bd0028-3053-4ab6-949e-ce336a27fb4d
2025-07-13 17:28:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-54ffcbbfd6-j2hkk,keda-operator,a5bd0028-3053-4ab6-949e-ce336a27fb4d
2025-07-13 17:29:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-54ffcbbfd6-j2hkk,keda-operator,a5bd0028-3053-4ab6-949e-ce336a27fb4d
2025-07-13 17:30:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-54ffcbbfd6-j2hkk,keda-operator,a5bd0028-3053-4ab6-949e-ce336a27fb4d
2025-07-13 17:31:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-54ffcbbfd6-j2hkk,keda-operator,a5bd0028-3053-4ab6-949e-ce336a27fb4d
2025-07-13 17:32:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-54ffcbbfd6-j2hkk,keda-operator,a5bd0028-3053-4ab6-949e-ce336a27fb4d
2025-07-13 17:33:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-54ffcbbfd6-j2hkk,keda-operator,a5bd0028-3053-4ab6-949e-ce336a27fb4d
2025-07-13 17:34:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-54ffcbbfd6-j2hkk,keda-operator,a5bd0028-3053-4ab6-949e-ce336a27fb4d
2025-07-13 17:35:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-54ffcbbfd6-j2hkk,keda-operator,a5bd0028-3053-4ab6-949e-ce336a27fb4d
2025-07-13 17:36:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-54ffcbbfd6-j2hkk,keda-operator,a5bd0028-3053-4ab6-949e-ce336a27fb4d
2025-07-13 17:37:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-54ffcbbfd6-j2hkk,keda-operator,a5bd0028-3053-4ab6-949e-ce336a27fb4d
2025-07-13 17:38:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-54ffcbbfd6-j2hkk,keda-operator,a5bd0028-3053-4ab6-949e-ce336a27fb4d
2025-07-13 17:39:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-54ffcbbfd6-j2hkk,keda-operator,a5bd0028-3053-4ab6-949e-ce336a27fb4d
2025-07-13 17:40:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-54ffcbbfd6-j2hkk,keda-operator,a5bd0028-3053-4ab6-949e-ce336a27fb4d
2025-07-13 17:41:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-54ffcbbfd6-j2hkk,keda-operator,a5bd0028-3053-4ab6-949e-ce336a27fb4d
2025-07-13 17:42:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-54ffcbbfd6-j2hkk,keda-operator,a5bd0028-3053-4ab6-949e-ce336a27fb4d
2025-07-13 17:43:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-54ffcbbfd6-j2hkk,keda-operator,a5bd0028-3053-4ab6-949e-ce336a27fb4d
2025-07-13 17:44:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-54ffcbbfd6-j2hkk,keda-operator,a5bd0028-3053-4ab6-949e-ce336a27fb4d
2025-07-13 17:45:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-54ffcbbfd6-j2hkk,keda-operator,a5bd0028-3053-4ab6-949e-ce336a27fb4d
2025-07-13 17:46:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-54ffcbbfd6-j2hkk,keda-operator,a5bd0028-3053-4ab6-949e-ce336a27fb4d
2025-07-13 17:47:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-54ffcbbfd6-j2hkk,keda-operator,a5bd0028-3053-4ab6-949e-ce336a27fb4d
2025-07-13 17:48:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-54ffcbbfd6-j2hkk,keda-operator,a5bd0028-3053-4ab6-949e-ce336a27fb4d
2025-07-13 17:49:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-54ffcbbfd6-j2hkk,keda-operator,a5bd0028-3053-4ab6-949e-ce336a27fb4d
2025-07-13 17:50:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-54ffcbbfd6-j2hkk,keda-operator,a5bd0028-3053-4ab6-949e-ce336a27fb4d
2025-07-13 17:51:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-54ffcbbfd6-j2hkk,keda-operator,a5bd0028-3053-4ab6-949e-ce336a27fb4d
2025-07-13 17:52:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-54ffcbbfd6-j2hkk,keda-operator,a5bd0028-3053-4ab6-949e-ce336a27fb4d
2025-07-13 17:53:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-54ffcbbfd6-j2hkk,keda-operator,a5bd0028-3053-4ab6-949e-ce336a27fb4d
2025-07-13 17:54:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-54ffcbbfd6-j2hkk,keda-operator,a5bd0028-3053-4ab6-949e-ce336a27fb4d
2025-07-13 17:55:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-54ffcbbfd6-j2hkk,keda-operator,a5bd0028-3053-4ab6-949e-ce336a27fb4d
2025-07-13 17:56:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-54ffcbbfd6-j2hkk,keda-operator,a5bd0028-3053-4ab6-949e-ce336a27fb4d
2025-07-13 17:57:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-54ffcbbfd6-j2hkk,keda-operator,a5bd0028-3053-4ab6-949e-ce336a27fb4d
2025-07-13 17:58:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-54ffcbbfd6-j2hkk,keda-operator,a5bd0028-3053-4ab6-949e-ce336a27fb4d
2025-07-13 17:59:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-54ffcbbfd6-j2hkk,keda-operator,a5bd0028-3053-4ab6-949e-ce336a27fb4d
2025-07-13 18:00:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-54ffcbbfd6-j2hkk,keda-operator,a5bd0028-3053-4ab6-949e-ce336a27fb4d
2025-07-13 18:01:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-54ffcbbfd6-j2hkk,keda-operator,a5bd0028-3053-4ab6-949e-ce336a27fb4d
2025-07-13 18:02:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-54ffcbbfd6-j2hkk,keda-operator,a5bd0028-3053-4ab6-949e-ce336a27fb4d
2025-07-13 18:03:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-54ffcbbfd6-j2hkk,keda-operator,a5bd0028-3053-4ab6-949e-ce336a27fb4d
2025-07-13 18:04:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-54ffcbbfd6-j2hkk,keda-operator,a5bd0028-3053-4ab6-949e-ce336a27fb4d
2025-07-13 18:05:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-54ffcbbfd6-j2hkk,keda-operator,a5bd0028-3053-4ab6-949e-ce336a27fb4d
2025-07-13 18:06:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-54ffcbbfd6-j2hkk,keda-operator,a5bd0028-3053-4ab6-949e-ce336a27fb4d
2025-07-13 18:07:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-54ffcbbfd6-j2hkk,keda-operator,a5bd0028-3053-4ab6-949e-ce336a27fb4d
2025-07-13 18:08:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-54ffcbbfd6-j2hkk,keda-operator,a5bd0028-3053-4ab6-949e-ce336a27fb4d
2025-07-13 18:09:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-54ffcbbfd6-j2hkk,keda-operator,a5bd0028-3053-4ab6-949e-ce336a27fb4d
2025-07-13 18:10:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-54ffcbbfd6-j2hkk,keda-operator,a5bd0028-3053-4ab6-949e-ce336a27fb4d
2025-07-13 18:11:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-54ffcbbfd6-j2hkk,keda-operator,a5bd0028-3053-4ab6-949e-ce336a27fb4d
2025-07-13 18:12:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-54ffcbbfd6-j2hkk,keda-operator,a5bd0028-3053-4ab6-949e-ce336a27fb4d
2025-07-13 18:13:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-54ffcbbfd6-j2hkk,keda-operator,a5bd0028-3053-4ab6-949e-ce336a27fb4d
2025-07-13 18:14:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-54ffcbbfd6-j2hkk,keda-operator,a5bd0028-3053-4ab6-949e-ce336a27fb4d
2025-07-13 18:15:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-54ffcbbfd6-j2hkk,keda-operator,a5bd0028-3053-4ab6-949e-ce336a27fb4d
2025-07-13 17:25:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-metrics-apiserver-79d9c479d4-5rqks,keda-metrics-server,3e0a1306-6a94-404c-a513-f0afc1011e95
2025-07-13 17:26:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-metrics-apiserver-79d9c479d4-5rqks,keda-metrics-server,3e0a1306-6a94-404c-a513-f0afc1011e95
2025-07-13 17:27:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-metrics-apiserver-79d9c479d4-5rqks,keda-metrics-server,3e0a1306-6a94-404c-a513-f0afc1011e95
2025-07-13 17:28:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-metrics-apiserver-79d9c479d4-5rqks,keda-metrics-server,3e0a1306-6a94-404c-a513-f0afc1011e95
2025-07-13 17:29:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-metrics-apiserver-79d9c479d4-5rqks,keda-metrics-server,3e0a1306-6a94-404c-a513-f0afc1011e95
2025-07-13 17:30:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-metrics-apiserver-79d9c479d4-5rqks,keda-metrics-server,3e0a1306-6a94-404c-a513-f0afc1011e95
2025-07-13 17:31:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-metrics-apiserver-79d9c479d4-5rqks,keda-metrics-server,3e0a1306-6a94-404c-a513-f0afc1011e95
2025-07-13 17:32:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-metrics-apiserver-79d9c479d4-5rqks,keda-metrics-server,3e0a1306-6a94-404c-a513-f0afc1011e95
2025-07-13 17:33:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-metrics-apiserver-79d9c479d4-5rqks,keda-metrics-server,3e0a1306-6a94-404c-a513-f0afc1011e95
2025-07-13 17:34:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-metrics-apiserver-79d9c479d4-5rqks,keda-metrics-server,3e0a1306-6a94-404c-a513-f0afc1011e95
2025-07-13 17:35:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-metrics-apiserver-79d9c479d4-5rqks,keda-metrics-server,3e0a1306-6a94-404c-a513-f0afc1011e95
2025-07-13 17:36:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-metrics-apiserver-79d9c479d4-5rqks,keda-metrics-server,3e0a1306-6a94-404c-a513-f0afc1011e95
2025-07-13 17:37:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-metrics-apiserver-79d9c479d4-5rqks,keda-metrics-server,3e0a1306-6a94-404c-a513-f0afc1011e95
2025-07-13 17:38:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-metrics-apiserver-79d9c479d4-5rqks,keda-metrics-server,3e0a1306-6a94-404c-a513-f0afc1011e95
2025-07-13 17:39:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-metrics-apiserver-79d9c479d4-5rqks,keda-metrics-server,3e0a1306-6a94-404c-a513-f0afc1011e95
2025-07-13 17:40:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-metrics-apiserver-79d9c479d4-5rqks,keda-metrics-server,3e0a1306-6a94-404c-a513-f0afc1011e95
2025-07-13 17:41:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-metrics-apiserver-79d9c479d4-5rqks,keda-metrics-server,3e0a1306-6a94-404c-a513-f0afc1011e95
2025-07-13 17:42:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-metrics-apiserver-79d9c479d4-5rqks,keda-metrics-server,3e0a1306-6a94-404c-a513-f0afc1011e95
2025-07-13 17:43:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-metrics-apiserver-79d9c479d4-5rqks,keda-metrics-server,3e0a1306-6a94-404c-a513-f0afc1011e95
2025-07-13 17:44:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-metrics-apiserver-79d9c479d4-5rqks,keda-metrics-server,3e0a1306-6a94-404c-a513-f0afc1011e95
2025-07-13 17:45:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-metrics-apiserver-79d9c479d4-5rqks,keda-metrics-server,3e0a1306-6a94-404c-a513-f0afc1011e95
2025-07-13 17:46:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-metrics-apiserver-79d9c479d4-5rqks,keda-metrics-server,3e0a1306-6a94-404c-a513-f0afc1011e95
2025-07-13 17:47:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-metrics-apiserver-79d9c479d4-5rqks,keda-metrics-server,3e0a1306-6a94-404c-a513-f0afc1011e95
2025-07-13 17:48:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-metrics-apiserver-79d9c479d4-5rqks,keda-metrics-server,3e0a1306-6a94-404c-a513-f0afc1011e95
2025-07-13 17:49:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-metrics-apiserver-79d9c479d4-5rqks,keda-metrics-server,3e0a1306-6a94-404c-a513-f0afc1011e95
2025-07-13 17:50:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-metrics-apiserver-79d9c479d4-5rqks,keda-metrics-server,3e0a1306-6a94-404c-a513-f0afc1011e95
2025-07-13 17:51:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-metrics-apiserver-79d9c479d4-5rqks,keda-metrics-server,3e0a1306-6a94-404c-a513-f0afc1011e95
2025-07-13 17:52:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-metrics-apiserver-79d9c479d4-5rqks,keda-metrics-server,3e0a1306-6a94-404c-a513-f0afc1011e95
2025-07-13 17:53:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-metrics-apiserver-79d9c479d4-5rqks,keda-metrics-server,3e0a1306-6a94-404c-a513-f0afc1011e95
2025-07-13 17:54:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-metrics-apiserver-79d9c479d4-5rqks,keda-metrics-server,3e0a1306-6a94-404c-a513-f0afc1011e95
2025-07-13 17:55:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-metrics-apiserver-79d9c479d4-5rqks,keda-metrics-server,3e0a1306-6a94-404c-a513-f0afc1011e95
2025-07-13 17:56:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-metrics-apiserver-79d9c479d4-5rqks,keda-metrics-server,3e0a1306-6a94-404c-a513-f0afc1011e95
2025-07-13 17:57:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-metrics-apiserver-79d9c479d4-5rqks,keda-metrics-server,3e0a1306-6a94-404c-a513-f0afc1011e95
2025-07-13 17:58:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-metrics-apiserver-79d9c479d4-5rqks,keda-metrics-server,3e0a1306-6a94-404c-a513-f0afc1011e95
2025-07-13 17:59:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-metrics-apiserver-79d9c479d4-5rqks,keda-metrics-server,3e0a1306-6a94-404c-a513-f0afc1011e95
2025-07-13 18:00:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-metrics-apiserver-79d9c479d4-5rqks,keda-metrics-server,3e0a1306-6a94-404c-a513-f0afc1011e95
2025-07-13 18:01:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-metrics-apiserver-79d9c479d4-5rqks,keda-metrics-server,3e0a1306-6a94-404c-a513-f0afc1011e95
2025-07-13 18:02:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-metrics-apiserver-79d9c479d4-5rqks,keda-metrics-server,3e0a1306-6a94-404c-a513-f0afc1011e95
2025-07-13 18:03:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-metrics-apiserver-79d9c479d4-5rqks,keda-metrics-server,3e0a1306-6a94-404c-a513-f0afc1011e95
2025-07-13 18:04:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-metrics-apiserver-79d9c479d4-5rqks,keda-metrics-server,3e0a1306-6a94-404c-a513-f0afc1011e95
2025-07-13 18:05:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-metrics-apiserver-79d9c479d4-5rqks,keda-metrics-server,3e0a1306-6a94-404c-a513-f0afc1011e95
2025-07-13 18:06:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-metrics-apiserver-79d9c479d4-5rqks,keda-metrics-server,3e0a1306-6a94-404c-a513-f0afc1011e95
2025-07-13 18:07:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-metrics-apiserver-79d9c479d4-5rqks,keda-metrics-server,3e0a1306-6a94-404c-a513-f0afc1011e95
2025-07-13 18:08:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-metrics-apiserver-79d9c479d4-5rqks,keda-metrics-server,3e0a1306-6a94-404c-a513-f0afc1011e95
2025-07-13 18:09:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-metrics-apiserver-79d9c479d4-5rqks,keda-metrics-server,3e0a1306-6a94-404c-a513-f0afc1011e95
2025-07-13 18:10:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-metrics-apiserver-79d9c479d4-5rqks,keda-metrics-server,3e0a1306-6a94-404c-a513-f0afc1011e95
2025-07-13 18:11:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-metrics-apiserver-79d9c479d4-5rqks,keda-metrics-server,3e0a1306-6a94-404c-a513-f0afc1011e95
2025-07-13 18:12:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-metrics-apiserver-79d9c479d4-5rqks,keda-metrics-server,3e0a1306-6a94-404c-a513-f0afc1011e95
2025-07-13 18:13:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-metrics-apiserver-79d9c479d4-5rqks,keda-metrics-server,3e0a1306-6a94-404c-a513-f0afc1011e95
2025-07-13 18:14:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-metrics-apiserver-79d9c479d4-5rqks,keda-metrics-server,3e0a1306-6a94-404c-a513-f0afc1011e95
2025-07-13 18:15:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,keda-operator-metrics-apiserver-79d9c479d4-5rqks,keda-metrics-server,3e0a1306-6a94-404c-a513-f0afc1011e95
2025-07-13 17:25:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kube-state-metrics-76f64868b9-5wckd,kube-state-metrics,3d96f150-071f-4e7c-8e11-aea3031f8d39
2025-07-13 17:26:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kube-state-metrics-76f64868b9-5wckd,kube-state-metrics,3d96f150-071f-4e7c-8e11-aea3031f8d39
2025-07-13 17:27:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kube-state-metrics-76f64868b9-5wckd,kube-state-metrics,3d96f150-071f-4e7c-8e11-aea3031f8d39
2025-07-13 17:28:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kube-state-metrics-76f64868b9-5wckd,kube-state-metrics,3d96f150-071f-4e7c-8e11-aea3031f8d39
2025-07-13 17:29:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kube-state-metrics-76f64868b9-5wckd,kube-state-metrics,3d96f150-071f-4e7c-8e11-aea3031f8d39
2025-07-13 17:30:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kube-state-metrics-76f64868b9-5wckd,kube-state-metrics,3d96f150-071f-4e7c-8e11-aea3031f8d39
2025-07-13 17:31:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kube-state-metrics-76f64868b9-5wckd,kube-state-metrics,3d96f150-071f-4e7c-8e11-aea3031f8d39
2025-07-13 17:32:48,1,kube_pod_service_account,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,kube-state-metrics-76f64868b9-5wckd,kube-state-metrics,3d96f150-071f-4e7c-8e11-aea3031f8d39
